TARGET_B,MONTHS_SINCE_ORIGIN,DONOR_AGE,INCOME_GROUP,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PER_CAPITA_INCOME,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_GIFT_COUNT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT
YES,137,67,5,8,1033,427,12145,5,4,21,46,32,11,22,21,127
YES,125,53,4,3,480,270,12144,5,2,15,30,24,6,12,15,116
NO,101,,2,4,402,275,12144,3,1,25,25,13,5,10,25,93
NO,29,81,1,,458,184,12142,2,1,18,11,2,6,13,18,29
YES,137,,,,911,224,12142,4,3,16,29,20,6,14,16,128
NO,41,49,5,5,527,243,12141,2,1,17,15,3,6,13,17,44
NO,41,33,7,,871,334,12139,2,2,25,16,5,6,12,25,41
NO,113,24,7,5,523,271,12138,1,1,23,24,12,5,11,23,110
NO,77,,2,,685,261,12137,4,2,18,24,14,6,13,18,76
YES,29,35,1,,630,279,12137,3,3,17,9,4,6,12,17,24
NO,29,,,,630,279,12137,3,3,21,10,4,6,13,18,30
NO,125,46,4,7,895,306,12137,1,0,26,24,5,5,10,26,98
NO,17,81,1,,895,306,12137,1,1,18,6,1,5,11,18,18
NO,29,56,,,597,253,12136,4,2,17,11,4,6,13,17,32
NO,41,51,4,5,602,311,12136,2,2,22,16,4,6,12,22,45
NO,137,65,,4,675,266,12135,8,7,21,33,44,5,12,18,127
NO,29,,2,,578,322,12134,2,0,26,9,2,4,9,26,32
NO,53,60,5,2,578,322,12134,7,4,15,18,11,6,14,15,52
NO,137,52,2,,619,293,12131,2,0,17,31,17,6,14,17,125
YES,137,75,2,2,516,266,12129,3,3,21,32,21,5,12,21,130
NO,17,,,,435,235,12127,2,2,17,8,2,6,13,17,21
YES,29,69,2,,588,284,12127,3,1,19,10,4,6,12,19,31
NO,125,,,7,640,333,12124,5,5,24,33,19,6,14,24,115
NO,65,34,5,7,480,355,12124,7,5,17,23,20,6,13,17,65
NO,41,,4,,595,238,12123,10,7,16,15,12,6,14,16,42
NO,17,65,4,,677,292,12122,2,1,16,7,2,6,14,16,20
YES,101,81,3,1,624,284,12121,6,3,17,27,23,6,14,17,93
NO,29,72,2,,611,306,12118,2,1,18,9,2,6,11,18,24
NO,77,,3,2,627,218,12116,4,1,18,23,14,6,13,18,67
NO,65,,,,439,278,12114,7,4,15,14,9,6,14,15,63
NO,41,,2,,667,223,12109,7,3,18,15,10,6,13,18,41
NO,89,73,1,,436,310,12109,3,0,15,20,8,5,12,15,87
NO,101,74,2,5,514,328,12107,2,1,18,30,12,6,19,18,92
YES,17,78,2,,493,244,12105,1,0,20,4,1,3,8,20,20
NO,137,70,,7,325,293,12102,3,2,20,33,13,6,13,20,128
YES,29,29,2,,631,370,12100,4,3,24,11,5,5,11,24,29
YES,65,70,1,0,730,181,12098,2,1,17,20,8,6,15,17,65
YES,77,81,1,4,604,318,12097,8,3,17,22,22,6,13,17,67
NO,29,17,2,,583,208,12093,2,2,20,9,2,6,12,20,24
YES,125,,5,4,598,283,12093,4,3,20,26,18,4,9,20,125
NO,65,,7,8,614,306,12093,4,1,19,10,7,4,7,19,57
YES,29,49,5,,1264,403,12093,2,1,26,10,2,5,12,26,30
YES,113,78,2,,522,253,12092,4,2,18,24,12,6,12,18,113
NO,101,75,2,5,524,221,12091,6,1,16,27,18,6,16,16,101
NO,113,86,5,9,524,221,12091,3,3,18,25,16,4,9,18,112
NO,29,71,4,,529,317,12091,4,3,17,13,15,8,29,5,80
YES,53,55,4,2,945,275,12089,1,1,18,14,3,6,12,18,53
NO,137,45,3,5,585,260,12087,8,6,18,33,43,5,10,18,130
NO,137,,2,0,391,265,12087,4,2,20,19,14,4,7,20,123
NO,29,51,5,,626,419,12083,2,2,22,9,2,4,10,22,31
NO,17,,,,744,366,12082,1,0,16,6,1,5,11,16,16
NO,101,52,4,4,489,262,12081,2,2,22,23,8,6,12,22,92
NO,101,65,7,6,489,262,12081,2,0,19,17,9,4,8,19,93
YES,137,78,,,363,256,12080,1,0,19,25,24,4,11,19,126
NO,29,60,3,,397,264,12078,3,0,19,11,3,6,12,19,32
NO,77,61,1,1,535,290,12077,4,2,20,24,9,6,15,20,77
NO,17,47,3,,472,318,12077,1,1,17,6,1,5,11,17,17
NO,137,73,3,4,633,289,12076,2,1,17,25,8,4,11,17,126
NO,29,75,2,,642,326,12074,4,1,20,11,4,6,12,20,32
NO,29,67,2,,601,205,12073,6,3,16,10,7,6,14,16,28
NO,53,83,4,6,535,265,12073,2,0,26,11,4,5,9,26,53
NO,41,37,6,,924,189,12072,6,4,16,16,8,6,12,16,41
NO,137,80,1,0,323,286,12071,2,0,25,31,18,5,10,25,128
YES,137,73,,1,754,302,12070,8,6,21,32,29,5,9,21,128
YES,41,,5,5,5233,420,12070,1,0,25,12,3,4,9,25,44
NO,17,49,5,,662,327,12069,1,0,16,6,1,5,12,16,16
NO,125,55,4,6,489,342,12069,5,4,20,33,26,7,16,20,125
YES,137,73,3,5,655,215,12067,1,1,21,31,25,5,12,21,130
NO,89,45,5,,708,261,12067,2,2,19,19,11,6,13,19,86
YES,29,27,4,,716,265,12067,2,0,18,8,2,4,11,18,28
NO,29,37,5,,653,308,12066,1,1,24,6,1,3,7,24,24
NO,77,40,2,6,596,356,12066,3,3,16,22,14,6,13,16,77
NO,65,78,,2,503,272,12064,4,3,18,21,10,6,14,18,65
NO,53,76,2,2,412,297,12061,8,3,15,27,17,9,23,15,52
YES,41,,,,660,203,12060,4,4,20,16,6,6,14,20,40
YES,137,,4,0,440,215,12060,9,7,21,33,47,5,9,21,130
YES,113,76,4,8,931,307,12060,6,5,17,25,22,5,11,17,113
NO,77,57,4,8,613,349,12060,3,2,19,23,11,6,13,19,75
NO,53,59,1,4,724,227,12058,5,3,16,18,10,5,12,16,52
YES,89,,,3,571,217,12055,5,4,19,26,16,6,14,18,81
YES,41,57,3,2,571,217,12055,3,2,17,14,6,6,12,17,44
NO,77,67,2,2,571,217,12055,3,2,16,22,12,5,13,16,75
YES,77,59,4,0,409,260,12054,3,1,18,24,12,6,13,18,69
YES,137,86,1,,417,261,12051,3,2,21,31,16,5,11,21,130
YES,53,79,4,1,1473,327,12051,2,2,20,18,6,6,13,20,52
NO,113,73,1,,453,202,12050,2,1,22,24,22,6,12,22,102
NO,77,55,4,5,545,306,12046,1,0,25,21,9,6,12,25,77
YES,113,76,2,2,396,280,12044,1,1,23,28,17,5,14,4,113
NO,29,51,2,,662,288,12044,3,2,18,11,3,6,12,18,32
NO,65,,1,3,1507,421,12044,4,1,15,28,10,9,20,7,57
NO,29,69,2,,703,209,12043,3,2,18,10,5,7,41,4,26
NO,137,38,4,4,657,242,12040,10,7,22,31,17,6,13,22,109
NO,137,,,9,987,247,12040,2,2,18,32,16,6,13,18,126
YES,137,,,,603,208,12038,2,2,22,25,15,4,10,18,127
NO,29,55,4,,524,326,12035,1,1,16,7,1,5,13,16,16
NO,17,41,3,,376,217,12034,1,1,15,4,1,3,8,15,15
NO,41,,,,518,327,12032,4,3,15,13,5,5,13,15,39
NO,77,66,3,8,1333,263,12031,2,0,18,18,4,6,15,18,76
NO,77,45,5,1,599,320,12031,9,7,17,24,30,6,20,17,77
NO,41,52,,,679,264,12030,4,2,15,15,7,6,13,15,45
NO,89,80,5,7,552,300,12029,2,0,26,22,7,4,10,26,80
NO,77,73,2,,559,187,12028,4,2,15,18,10,4,11,15,75
NO,137,27,1,2,289,235,12028,4,2,21,28,16,6,14,18,117
NO,137,,2,5,605,330,12028,2,2,16,32,26,6,13,16,127
NO,137,56,4,5,666,352,12027,7,4,22,33,41,5,11,18,98
NO,101,49,,4,936,266,12022,4,3,23,27,38,6,16,18,93
YES,29,53,3,,545,302,12022,1,0,19,8,2,4,10,19,30
NO,17,27,6,,724,204,12021,1,0,19,5,1,4,10,19,19
YES,77,,,,537,274,12021,1,0,25,17,5,5,10,25,68
YES,17,,,,500,272,12017,1,0,19,6,1,4,10,19,19
NO,137,82,1,4,491,251,12016,3,1,15,30,22,5,12,15,114
NO,125,46,6,7,710,279,12015,1,1,24,27,15,6,30,24,125
NO,89,59,5,8,521,207,12014,4,3,24,23,16,4,7,24,89
NO,137,45,5,8,693,215,12013,5,4,21,26,14,6,13,21,117
YES,137,79,1,,772,312,12012,6,3,16,15,12,5,11,16,115
YES,77,49,4,6,543,428,12010,1,1,17,22,9,6,13,17,75
NO,29,,3,,743,254,12009,4,2,19,13,9,8,29,6,31
NO,41,73,2,,432,266,12009,1,1,21,11,3,4,10,21,40
NO,41,78,1,,338,188,12007,7,3,16,14,10,5,13,16,41
NO,137,42,7,6,689,338,12007,4,1,18,19,23,4,8,18,129
NO,65,41,4,2,579,253,12006,8,6,21,21,24,6,13,18,57
YES,29,75,3,,1309,409,12004,3,1,15,9,3,5,11,15,25
NO,41,53,1,,414,235,12001,2,2,22,16,4,6,13,18,40
NO,137,81,,3,754,250,11998,3,2,23,30,11,6,12,23,129
NO,77,84,,3,818,238,11996,6,3,19,23,16,6,13,19,69
YES,89,36,3,4,660,308,11996,2,2,17,24,9,6,13,17,86
NO,113,,4,7,672,333,11996,2,2,24,26,16,5,11,24,105
YES,77,41,3,4,695,288,11994,2,2,18,21,13,6,13,18,65
NO,77,53,5,2,843,290,11988,3,3,21,25,9,11,27,6,75
NO,41,49,4,,648,331,11988,2,1,26,13,4,5,10,26,39
NO,29,55,5,,593,322,11985,2,2,21,11,2,6,13,21,29
YES,65,39,2,1,838,174,11984,2,0,19,21,10,6,15,19,65
YES,89,71,2,3,755,210,11983,2,1,26,24,10,4,9,26,87
NO,53,35,5,7,573,273,11983,1,0,17,10,2,4,9,17,50
YES,53,37,,4,390,223,11982,2,0,26,15,4,5,10,26,51
NO,77,60,5,6,488,258,11982,5,2,17,25,14,6,15,17,75
NO,101,69,7,5,359,280,11982,1,1,21,21,6,6,12,21,92
YES,29,51,4,,393,287,11982,1,1,24,6,1,3,7,24,24
YES,137,,2,,397,297,11981,3,3,16,27,20,5,15,16,127
YES,125,77,2,3,376,268,11979,5,3,23,30,23,6,13,23,125
NO,41,,,,699,218,11978,5,5,20,16,8,6,13,20,41
YES,41,,2,,656,205,11976,4,2,16,20,9,7,26,16,45
YES,77,,5,,577,245,11975,4,3,20,23,14,8,17,5,67
NO,41,,5,,577,245,11975,3,1,18,13,4,6,14,18,41
NO,41,56,3,,755,260,11974,2,1,23,14,4,6,14,18,41
NO,137,67,3,,755,260,11974,3,3,21,28,11,6,13,21,129
YES,89,37,1,5,506,243,11973,5,4,17,23,11,6,14,17,87
YES,77,53,3,6,547,309,11973,2,0,18,15,5,4,8,18,75
NO,77,43,5,2,582,258,11972,2,1,16,21,7,6,14,16,75
YES,41,55,4,,832,310,11972,1,1,23,9,2,4,10,23,37
YES,41,81,1,,446,168,11971,4,2,16,11,5,6,13,16,41
YES,17,,,,446,168,11971,1,1,17,7,2,6,14,5,17
NO,17,,4,,528,321,11971,2,2,17,8,2,6,14,17,20
NO,137,48,5,4,580,275,11970,3,1,26,29,17,4,9,26,130
NO,137,,,,580,275,11970,2,0,18,32,9,6,13,18,128
NO,137,52,5,6,580,275,11970,5,2,18,30,18,6,14,18,126
YES,29,81,5,,1436,308,11970,1,1,23,6,1,4,10,23,23
YES,29,64,4,,1407,368,11969,4,3,17,9,5,6,14,17,24
NO,113,80,,5,604,169,11966,12,7,15,26,22,6,31,15,105
NO,65,70,4,2,515,259,11966,1,0,26,14,4,4,6,26,57
YES,17,,1,,633,273,11966,1,1,17,5,1,4,10,17,17
NO,137,,,3,534,295,11964,5,4,19,34,23,6,17,6,123
NO,77,52,4,6,446,368,11964,5,4,16,22,11,6,13,16,68
NO,41,,4,,852,293,11963,4,1,19,23,11,8,29,6,52
NO,29,62,4,,811,374,11963,3,2,18,13,4,6,13,18,33
YES,101,45,2,7,532,237,11962,3,0,26,25,9,5,11,26,89
NO,101,,,9,542,261,11961,3,1,20,18,9,4,12,20,91
NO,53,53,4,0,636,313,11959,1,0,18,14,4,6,12,18,53
YES,77,45,3,,636,281,11957,2,2,24,18,8,6,11,24,75
YES,137,67,2,3,585,197,11955,1,1,17,30,10,6,13,17,119
YES,77,74,2,4,477,278,11950,1,0,18,18,7,5,12,18,76
NO,17,59,3,,575,318,11949,1,1,17,3,1,2,5,17,17
NO,137,7,1,6,441,281,11946,2,0,26,32,24,6,13,18,128
YES,41,,1,,825,281,11946,1,1,21,12,3,6,12,18,40
NO,41,45,3,,649,288,11943,2,1,15,15,4,5,11,15,41
NO,101,,4,2,685,332,11943,1,0,26,24,10,5,10,26,98
NO,113,75,3,,451,238,11942,1,0,18,25,19,5,12,18,110
NO,17,25,6,,717,304,11942,1,1,17,6,1,5,11,17,17
NO,125,50,4,6,717,304,11942,3,2,19,24,13,4,12,19,119
NO,29,57,3,,425,257,11941,2,0,27,9,2,4,9,27,32
NO,137,,,,425,257,11941,5,2,17,27,22,5,10,17,124
NO,89,47,5,,670,275,11941,2,2,17,23,18,5,12,17,85
NO,65,50,7,,957,232,11940,1,0,26,17,5,5,10,26,56
YES,137,,,,665,240,11939,2,1,18,23,12,6,14,18,109
NO,29,,3,,448,356,11939,3,3,21,11,4,6,14,21,33
YES,137,62,4,5,386,293,11937,13,9,15,33,46,5,13,15,128
YES,137,58,5,2,626,204,11936,2,2,23,31,15,6,12,23,108
NO,77,50,5,4,646,266,11936,2,0,27,23,9,5,11,27,75
YES,101,77,2,3,310,175,11934,4,2,16,19,23,3,6,16,90
YES,137,,,3,257,251,11934,2,2,21,18,14,7,17,5,123
YES,29,45,4,,548,289,11933,3,1,18,10,3,6,13,18,28
NO,113,71,1,3,376,234,11932,3,2,16,27,8,5,12,16,113
NO,137,,,9,548,237,11932,2,0,18,34,11,6,13,18,114
NO,77,84,2,4,735,260,11929,6,4,21,16,11,4,8,21,68
NO,53,62,4,,687,382,11929,4,2,19,14,12,6,33,6,53
NO,137,62,2,5,369,258,11925,5,3,19,32,12,6,13,19,124
YES,137,59,4,5,528,284,11925,5,3,19,25,23,4,9,18,129
YES,137,66,,5,1400,246,11924,2,2,16,36,28,7,20,16,126
NO,53,47,2,3,440,257,11924,5,5,21,18,9,4,10,21,53
NO,17,83,3,,675,250,11923,1,0,16,6,1,5,11,16,16
YES,137,44,5,6,599,271,11920,2,0,21,33,15,6,12,21,129
YES,29,60,2,,399,217,11919,5,2,16,11,5,6,14,16,33
YES,65,51,5,3,651,271,11919,3,1,16,21,10,6,13,16,65
NO,101,52,2,6,325,329,11919,1,1,21,20,5,6,13,21,91
NO,41,57,3,2,660,229,11918,3,0,18,16,5,6,13,18,43
YES,29,,2,,598,253,11918,4,2,17,10,4,6,12,17,32
YES,101,84,5,,659,272,11918,5,4,17,27,20,9,30,5,97
NO,137,42,5,2,696,352,11915,1,0,18,26,18,4,11,18,127
YES,65,61,,3,1586,308,11913,4,3,19,18,8,6,13,19,57
YES,113,60,5,1,616,212,11912,5,1,19,26,15,6,13,19,105
NO,137,44,3,,511,262,11912,2,1,26,30,12,6,13,18,122
YES,113,42,3,6,782,223,11910,1,0,19,25,13,6,13,19,103
YES,29,49,5,,684,290,11910,2,2,21,9,2,4,10,21,29
YES,29,,,,484,150,11909,1,1,23,5,1,3,10,23,23
YES,77,,4,1,713,212,11909,2,1,19,23,7,6,13,19,76
YES,113,38,,8,2574,305,11908,1,1,21,27,7,6,13,21,113
NO,137,74,4,,631,338,11908,4,1,17,23,16,5,11,17,111
YES,101,33,4,5,393,189,11906,4,2,17,22,16,4,11,17,105
YES,137,78,,3,678,260,11906,2,1,24,28,18,4,12,24,130
NO,89,,6,,543,233,11903,4,1,18,22,8,6,13,18,81
NO,137,38,2,4,535,339,11903,1,0,18,30,16,4,10,18,127
NO,137,57,2,3,384,195,11902,3,0,26,23,16,4,10,26,124
YES,77,73,5,,609,220,11902,2,0,18,16,6,4,11,18,75
NO,29,,5,,575,223,11902,3,3,21,11,4,6,13,19,33
NO,17,33,5,,488,268,11902,2,2,16,8,2,6,14,16,21
YES,41,,,,618,278,11899,3,2,17,15,7,6,12,15,40
NO,29,,3,,618,278,11899,5,3,17,10,5,6,11,17,28
NO,113,44,6,4,299,258,11898,2,1,23,24,6,6,13,23,105
NO,77,71,1,6,344,264,11897,2,1,26,20,7,5,11,26,69
YES,77,55,6,6,667,313,11897,4,3,18,23,11,6,13,18,75
NO,137,70,1,4,481,260,11896,2,1,18,28,15,4,13,18,128
NO,29,51,,,768,324,11896,4,4,16,12,5,6,16,16,32
YES,125,80,2,1,470,216,11895,5,3,18,30,34,6,13,18,125
NO,113,86,2,5,2545,303,11894,4,2,18,28,10,6,28,16,105
NO,137,,,6,647,315,11894,4,3,19,32,29,6,12,19,119
NO,53,62,4,,664,180,11893,2,0,20,13,3,4,7,20,51
NO,65,67,,5,465,269,11892,4,3,22,20,10,6,12,22,56
NO,113,,2,5,614,267,11890,4,4,17,24,15,4,7,17,113
YES,65,,,4,871,339,11889,3,1,23,15,6,6,13,18,57
NO,41,57,4,,521,353,11887,3,2,20,15,7,6,13,16,44
YES,125,78,,5,2024,352,11885,5,0,19,27,19,6,13,19,119
NO,77,47,7,5,491,229,11882,2,1,19,16,6,4,10,19,67
NO,125,,,5,692,198,11881,2,1,21,26,39,4,9,21,119
YES,29,77,5,,553,325,11881,5,3,19,11,5,6,13,19,33
NO,113,79,6,6,521,291,11880,3,0,18,28,10,6,13,18,112
NO,101,75,3,6,715,293,11880,6,5,19,26,24,5,12,19,93
NO,41,47,4,,646,313,11880,9,6,21,15,12,6,22,21,41
YES,77,50,7,7,683,267,11879,2,1,20,22,7,6,13,20,76
YES,29,64,6,,569,328,11879,3,2,18,9,3,6,12,18,24
YES,89,,,,535,192,11878,1,0,24,16,7,4,10,24,77
NO,89,76,1,1,608,263,11878,2,0,18,21,7,6,13,18,79
NO,89,35,2,1,658,200,11877,2,2,22,23,9,5,11,22,88
YES,77,43,5,2,417,256,11877,5,3,18,23,25,6,14,18,68
NO,29,67,2,,405,155,11875,2,2,23,8,2,4,10,23,29
NO,53,55,2,1,405,155,11875,3,2,17,17,9,6,14,17,52
NO,65,84,3,,603,223,11874,1,1,17,19,19,8,16,17,198
NO,17,32,4,,685,343,11874,1,1,15,5,1,4,9,15,15
NO,65,43,7,0,348,105,11872,2,1,18,18,5,6,12,18,56
NO,17,71,5,,747,219,11872,1,1,17,6,1,5,11,17,17
NO,101,74,1,2,542,261,11870,2,2,17,24,17,5,14,17,93
NO,41,40,4,1,302,192,11868,5,3,19,14,7,6,12,19,45
NO,41,35,5,,397,239,11868,3,0,15,13,5,6,14,15,45
NO,137,71,2,2,452,234,11867,8,3,15,30,25,6,14,15,123
YES,101,,4,9,345,236,11866,1,1,24,24,7,6,11,24,91
YES,113,69,3,,593,251,11866,5,2,15,20,12,5,11,15,105
NO,77,32,5,4,508,271,11866,5,2,18,23,10,6,13,18,77
NO,89,86,5,5,641,313,11866,2,1,16,25,12,6,14,16,91
NO,65,,,,464,267,11865,5,2,18,16,8,6,12,18,65
YES,29,66,1,,704,314,11865,2,2,23,9,2,4,10,23,30
YES,77,56,5,5,693,407,11864,5,3,18,22,17,5,11,18,77
NO,41,29,2,,625,251,11860,2,0,18,13,3,6,12,18,43
YES,17,69,1,,403,195,11859,1,1,17,5,1,4,10,17,17
NO,137,60,5,5,617,242,11859,3,2,16,17,21,3,7,16,130
YES,17,77,4,,1310,327,11859,1,1,15,6,1,5,10,15,15
NO,29,59,5,,525,272,11858,1,1,23,6,1,3,8,23,23
YES,29,,1,,385,185,11857,5,4,23,13,6,6,12,23,33
NO,17,63,2,,592,229,11857,1,1,17,6,2,5,13,9,17
NO,137,16,,4,1601,321,11856,5,1,16,33,23,7,19,16,128
NO,137,,4,6,572,277,11855,4,4,21,31,19,5,12,21,129
NO,29,,3,,544,285,11855,8,6,21,13,9,6,13,21,33
NO,41,,,,623,285,11855,3,2,17,14,6,6,14,15,38
NO,101,87,2,,554,294,11855,1,0,26,19,35,5,12,26,92
YES,29,,,,477,265,11854,1,0,18,8,2,4,10,18,31
YES,137,59,4,6,691,284,11852,4,3,19,32,25,6,13,19,123
YES,65,,,,1246,264,11851,4,2,18,8,6,4,7,18,65
YES,137,76,5,0,708,294,11850,3,0,20,37,33,7,21,9,130
YES,113,,,0,1069,267,11849,1,0,26,25,18,4,9,26,103
NO,41,,2,,483,303,11849,4,2,17,13,5,6,13,17,44
YES,89,73,2,7,541,316,11849,2,1,20,22,7,6,13,20,85
NO,17,,5,,560,269,11848,1,0,20,6,1,4,10,20,20
NO,125,57,7,4,560,269,11848,4,3,18,25,18,5,11,18,118
NO,113,,2,5,516,292,11848,4,2,15,25,13,5,12,15,113
NO,77,38,3,4,474,262,11847,6,0,16,22,18,6,13,16,68
YES,53,,2,0,803,222,11846,5,4,24,20,13,6,14,24,53
NO,137,83,2,,524,311,11846,1,0,26,23,6,4,10,26,124
NO,29,65,2,,579,345,11845,6,2,18,9,6,4,6,18,26
NO,53,87,2,1,521,189,11844,2,0,18,22,12,10,33,6,52
YES,77,31,1,4,2578,338,11844,4,2,17,24,11,6,14,17,76
YES,137,55,4,3,465,271,11843,10,7,22,33,42,5,10,22,130
YES,125,54,3,8,734,408,11843,7,4,15,29,24,6,14,15,118
NO,113,57,5,7,569,277,11842,2,1,18,22,6,6,13,18,104
NO,29,,,,569,277,11842,2,0,18,10,3,5,11,18,28
NO,17,45,5,,539,215,11840,1,1,21,5,1,3,8,21,21
NO,17,,2,,264,258,11838,1,0,20,6,2,4,13,17,20
YES,113,39,5,5,593,301,11838,1,0,26,25,14,4,9,26,113
NO,65,53,4,8,544,297,11837,3,2,17,18,9,4,8,17,64
NO,29,,,,904,326,11837,3,3,17,9,3,6,13,17,24
NO,77,67,5,3,489,275,11836,4,1,18,20,7,6,14,18,76
NO,89,27,4,8,616,276,11835,2,2,20,23,7,6,13,20,81
NO,29,53,3,,503,246,11833,6,4,17,11,6,6,13,17,32
NO,125,77,3,5,448,262,11833,4,1,19,31,22,6,15,19,121
NO,125,63,1,5,532,186,11832,1,0,27,28,9,5,11,27,123
NO,65,46,3,,408,304,11832,2,0,18,15,4,6,13,18,64
NO,29,69,2,,811,326,11831,4,3,15,10,6,6,13,15,28
NO,89,53,2,8,811,326,11831,4,1,16,24,10,6,15,16,85
NO,65,55,5,3,544,248,11830,1,1,30,19,8,6,13,18,65
NO,89,77,,6,544,248,11830,7,4,17,26,21,6,13,17,89
NO,29,73,2,,595,305,11830,4,3,17,19,7,8,20,7,32
YES,89,46,6,1,640,226,11829,4,3,27,23,12,5,10,27,88
NO,65,66,3,5,605,310,11829,3,1,18,21,8,6,15,18,64
YES,89,75,4,4,2723,334,11829,3,2,16,25,16,5,29,16,89
NO,41,41,6,,450,313,11826,1,0,26,10,2,4,10,26,44
NO,89,71,3,4,774,256,11822,2,1,16,25,7,5,14,16,88
YES,89,66,7,8,770,350,11822,2,1,17,23,7,6,15,17,87
NO,29,67,7,,770,350,11822,1,0,24,6,1,3,7,24,24
NO,137,83,5,5,517,298,11821,1,0,16,28,18,4,11,16,126
YES,29,,,,444,136,11820,2,0,22,12,3,6,14,18,32
NO,29,56,4,,689,296,11819,6,5,18,17,8,6,16,18,75
NO,53,,,,689,296,11819,1,0,19,13,4,5,12,19,51
NO,17,37,5,,602,302,11818,3,1,16,7,5,6,15,15,20
NO,137,51,4,7,552,404,11817,2,1,17,30,16,4,11,17,128
YES,113,51,5,,610,319,11815,3,2,17,25,16,5,12,17,113
YES,65,67,4,,718,344,11815,2,0,16,14,5,5,12,16,65
NO,113,81,,6,422,302,11813,3,1,16,27,10,6,14,16,113
NO,41,32,,5,690,332,11813,1,0,20,9,2,4,10,20,44
NO,101,,,6,594,238,11810,2,1,28,26,21,5,12,18,90
NO,77,79,2,,594,238,11810,1,0,18,14,4,4,10,18,67
YES,17,,2,,281,209,11808,1,1,19,5,1,4,10,19,19
YES,65,39,4,3,421,280,11807,1,0,17,15,4,5,11,17,62
YES,125,,3,,876,281,11807,6,3,18,22,41,5,12,18,111
NO,137,59,,2,483,218,11805,9,7,21,33,33,6,11,21,130
NO,137,76,5,7,687,360,11805,2,1,16,32,27,6,14,16,126
NO,29,63,5,,719,274,11804,1,0,26,8,2,4,10,26,30
NO,101,,3,3,308,339,11803,3,1,19,25,14,6,14,19,93
NO,137,49,3,7,586,181,11802,1,1,27,25,14,4,8,27,129
NO,137,39,6,6,685,286,11802,2,0,16,25,12,4,11,16,111
NO,137,,2,7,621,325,11802,4,3,22,30,16,4,7,22,126
NO,89,65,1,6,492,323,11800,4,2,19,26,21,6,13,18,88
YES,137,74,2,0,523,314,11799,5,1,15,32,32,5,11,15,114
NO,53,53,4,5,698,354,11799,2,1,18,17,5,6,12,18,53
NO,113,54,,7,698,354,11799,1,1,21,28,12,6,13,21,103
NO,29,61,2,,446,228,11796,4,1,17,11,4,6,12,17,32
NO,65,,3,5,592,260,11796,2,1,26,18,7,4,9,26,64
NO,101,,,0,425,211,11795,4,4,28,27,27,4,10,26,92
NO,137,71,2,6,482,310,11795,4,3,17,28,17,5,11,17,128
YES,137,84,1,,770,213,11794,6,4,17,25,14,6,11,17,122
YES,29,47,5,,581,231,11794,2,1,15,4,2,2,9,15,29
NO,77,42,5,,745,194,11792,5,2,19,18,8,6,12,19,69
YES,65,60,2,4,613,212,11792,2,0,18,20,6,6,14,18,64
YES,101,,,,613,212,11792,3,0,18,22,11,6,13,18,92
YES,137,69,5,,883,281,11791,1,0,24,26,7,4,9,24,120
NO,125,7,5,5,643,275,11790,5,3,15,31,22,6,14,15,125
YES,29,74,3,,416,247,11789,1,1,24,6,1,3,7,24,24
NO,89,74,6,4,524,260,11789,11,5,15,25,29,6,13,15,89
NO,65,59,3,6,691,269,11789,5,5,16,20,15,6,14,16,56
NO,137,69,6,3,358,258,11788,3,2,18,34,17,5,12,18,125
YES,41,44,4,4,710,163,11787,5,2,17,16,8,6,13,17,44
NO,77,57,,0,485,278,11786,1,1,20,18,7,6,33,8,72
NO,137,63,3,5,411,198,11783,3,1,18,34,13,6,13,18,126
NO,77,,3,4,734,263,11783,3,1,15,24,10,6,14,15,76
NO,137,86,5,1,550,218,11782,7,3,19,34,45,5,11,18,126
NO,65,58,6,6,557,259,11781,1,0,27,23,11,7,42,4,62
YES,29,55,,,444,265,11781,5,4,15,10,6,6,13,15,29
NO,65,49,4,2,265,290,11779,2,2,23,18,7,6,27,22,55
YES,77,46,4,6,556,318,11779,5,3,19,23,14,6,13,19,77
YES,29,75,2,,688,232,11778,2,2,17,8,2,6,12,17,23
NO,113,79,3,5,619,241,11778,5,3,18,31,22,6,12,18,113
YES,89,35,1,,524,217,11775,3,1,19,21,9,6,13,19,86
NO,89,,,7,547,290,11775,1,1,26,18,5,4,9,26,89
NO,89,56,,3,520,266,11774,4,3,21,23,17,6,12,21,80
YES,65,74,3,1,380,229,11773,2,0,19,12,3,6,14,19,54
YES,29,,,,650,267,11773,4,3,15,9,4,5,14,15,29
NO,137,70,2,,510,271,11771,6,4,15,31,28,6,29,15,122
NO,41,31,5,2,559,270,11770,3,1,15,13,4,5,11,15,43
NO,65,,4,6,481,288,11769,5,1,19,20,12,6,12,19,57
NO,77,69,5,5,465,314,11769,2,0,9,21,7,5,21,9,76
NO,137,86,,3,381,219,11768,4,4,16,39,20,11,26,16,125
NO,137,76,2,,381,219,11768,3,2,16,30,12,6,13,16,122
NO,29,,,,487,268,11768,2,2,23,12,2,6,12,23,33
NO,77,,3,,521,269,11768,2,1,19,12,6,4,11,19,76
